date,value,production
2022-01-31,-1.220967741935484,3249946.5
2022-02-28,-0.0607142857142857,5347149.777777777
2022-03-31,6.814516129032258,579768.4027777779
2022-04-30,12.596551724137932,623574.7916666666
2022-05-31,18.98225806451613,308633.0277777777
2022-06-30,24.10333333333333,761641.4444444445
2022-07-31,25.79516129032258,2815057.5555555555
2022-08-31,25.53548387096774,635113.5416666666
2022-09-30,21.91166666666667,983599.6111111112
2022-10-31,14.101612903225806,773627.638888889
2022-11-30,5.601666666666668,2789938.4444444445
2022-12-31,-1.030645161290323,681915.7222222222
2023-01-31,0.1532258064516129,3249946.5
